merchant_id,name_en,name_ar,category,in_directory,descriptor_patterns,amount_mean,amount_std,recurrence,aggregator,cities
M0385,Ryd Academy,أكاديمية الرياض,education,True,"[""RA"", ""RYD ACADEMY"", ""RYDA*"", ""RYDACADEMY"", ""RYD_ACADEMY"", ""SP*RYDACADE""]",2398.25,1199.12,none,,"[""QASSIM"", ""RYD""]"
M0386,Tabuk Training Center,مركز تدريب تبوك,education,True,"[""SP*TABUKTRA"", ""TABUK TRAINING CENTER"", ""TABUKTRAININGCENTER"", ""TABUKTRAININGCENTER1"", ""TABUK_TRAINING_CENTER"", ""TTC""]",961.44,480.72,none,,"[""DMM"", ""HAIL"", ""QASSIM""]"
M0387,Jizan Bakery,مخبز جازان,food,True,"[""JB"", ""JIZA*"", ""JIZAN BAKERY"", ""JIZANBAKERY"", ""JIZAN_BAKERY"", ""SP*JIZANBAK""]",35.51,14.2,none,,"[""ABHA""]"
M0388,Saudi Red Crescent,الهلال الأحمر السعودي,charity,True,"[""SAUDI RED CRESCENT"", ""SAUDIREDCRESCENT"", ""SAUDIREDCRESCENT1"", ""SAUDI_RED_CRESCENT"", ""SP*SAUDIRED"", ""SRC""]",285.9,171.54,none,,"[""ABHA"", ""NJRAN"", ""QASSIM""]"
M0389,Ryd Bakery,مخبز الرياض,food,True,"[""RB"", ""RYD BAKERY"", ""RYDB*"", ""RYDBAKERY"", ""RYD_BAKERY"", ""SP*RYDBAKER""]",41.37,16.55,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0390,Jed Supermarket,سوبر ماركت جدة,groceries,True,"[""JED SUPERMARKET"", ""JEDS*"", ""JEDSUPERMARKET"", ""JEDSUPERMARKET1"", ""JED_SUPERMARKET"", ""SP*JEDSUPER""]",148.88,74.44,none,,"[""DMM"", ""JIZAN""]"
M0391,Jizan Boutique,بوتيك جازان,shopping,True,"[""JIZAN BOUTIQUE"", ""JIZANBOUTIQUE"", ""JIZANBOUTIQUE1"", ""JIZANBOUTIQUE2"", ""JIZAN_BOUTIQUE"", ""SP*JIZANBOU""]",365.16,219.1,none,,"[""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0392,Shake Shack,شيك شاك,food,True,"[""SHAK*"", ""SHAKE SHACK"", ""SHAKESHACK"", ""SHAKE_SHACK"", ""SP*SHAKESHA"", ""SS""]",87.65,35.06,none,,"[""DMM"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0393,SACO,ساكو,shopping,True,"[""SACO"", ""SACO1"", ""SACO2"", ""SACO3"", ""SACO4"", ""SP*SACO""]",325.52,195.31,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0394,Hail Mall,مول حائل,shopping,True,"[""HAIL MALL"", ""HAILMALL"", ""HAILMALL1"", ""HAILMALL2"", ""HAIL_MALL"", ""SP*HAILMALL""]",472.97,283.78,none,,"[""ABHA"", ""DMM"", ""MAD""]"
M0395,Njran Cafe,مقهى نجران,food,True,"[""NC"", ""NJRAN CAFE"", ""NJRANCAFE"", ""NJRANCAFE1"", ""NJRAN_CAFE"", ""SP*NJRANCAF""]",67.05,26.82,none,,"[""DMM"", ""KHOBAR"", ""MAD""]"
M0396,Al Tazaj,التازج,food,True,"[""AL TAZAJ"", ""ALTA*"", ""ALTAZAJ"", ""AL_TAZAJ"", ""AT"", ""SP*ALTAZAJ""]",77.2,30.88,none,TOYOU,"[""DMM"", ""JIZAN"", ""MAD""]"
M0397,Fuddruckers,فودراكرز,food,True,"[""FUDD*"", ""FUDDRUCKERS"", ""FUDDRUCKERS1"", ""FUDDRUCKERS2"", ""FUDDRUCKERS3"", ""SP*FUDDRUCK""]",69.79,27.92,none,,"[""DMM"", ""MAK""]"
M0398,Dmm Clinic,عيادة الدمام,health,True,"[""DMM CLINIC"", ""DMMC*"", ""DMMCLINIC"", ""DMMCLINIC1"", ""DMM_CLINIC"", ""SP*DMMCLINI""]",385.22,192.61,none,,"[""DMM"", ""JED"", ""MAD"", ""MAK"", ""RYD""]"
M0399,Jed Gas Station,محطة بنزين جدة,transport,True,"[""JED GAS STATION"", ""JEDG*"", ""JEDGASSTATION"", ""JEDGASSTATION1"", ""JED_GAS_STATION"", ""SP*JEDGASST""]",107.89,48.55,none,,"[""YANBU""]"
M0400,Jizan Cinema,سينما جازان,entertainment,True,"[""JIZAN CINEMA"", ""JIZANCINEMA"", ""JIZANCINEMA1"", ""JIZANCINEMA2"", ""JIZAN_CINEMA"", ""SP*JIZANCIN""]",55.89,16.77,none,,"[""DMM"", ""JED"", ""MAD"", ""MAK"", ""RYD""]"
M0401,Jed Clinic,عيادة جدة,health,True,"[""JED CLINIC"", ""JEDCLINIC"", ""JEDCLINIC1"", ""JEDCLINIC2"", ""JED_CLINIC"", ""SP*JEDCLINI""]",109.79,54.9,none,,"[""JIZAN"", ""MAD"", ""QASSIM""]"
M0402,Carrefour,كارفور,groceries,True,"[""CARR*"", ""CARREFOUR"", ""CARREFOUR"", ""CARREFOUR1"", ""CRF"", ""SP*CARREFOU""]",346.96,173.48,none,,"[""HAIL"", ""KHOBAR"", ""MAK""]"
M0403,IKEA,ايكيا,shopping,True,"[""IKEA"", ""IKEA"", ""IKEA1"", ""IKEA2"", ""IKEA3"", ""SP*IKEA""]",114.82,68.89,none,,"[""JED"", ""KHOBAR"", ""MAD""]"
M0404,Mak Mall,مول مكة,shopping,True,"[""MAK MALL"", ""MAKM*"", ""MAKMALL"", ""MAKMALL1"", ""MAK_MALL"", ""SP*MAKMALL""]",581.74,349.04,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0405,Hail Parking,موقف سيارات حائل,transport,True,"[""HAIL PARKING"", ""HAILPARKING"", ""HAILPARKING1"", ""HAIL_PARKING"", ""HP"", ""SP*HAILPARK""]",75.9,34.16,none,,"[""HAIL"", ""MAD""]"
M0406,Absher,أبشر,government,True,"[""ABSH*"", ""ABSHER"", ""ABSHER"", ""ABSHER1"", ""MOI-ABSHER"", ""SP*ABSHER""]",60,40,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""RYD""]"
M0407,Costa Coffee,كوستا كوفي,food,True,"[""CC"", ""COST*"", ""COSTA COFFEE"", ""COSTACOFFEE"", ""COSTA_COFFEE"", ""SP*COSTACOF""]",30.99,12.4,none,,"[""MAK""]"
M0408,Mama Noura,ماما نورة,food,True,"[""MAMA NOURA"", ""MAMA*"", ""MAMANOURA"", ""MAMA_NOURA"", ""MN"", ""SP*MAMANOUR""]",34.8,13.92,none,,"[""JED""]"
M0409,Khobar Supermarket,سوبر ماركت الخبر,groceries,True,"[""KHOBAR SUPERMARKET"", ""KHOBARSUPERMARKET"", ""KHOBARSUPERMARKET1"", ""KHOBAR_SUPERMARKET"", ""KS"", ""SP*KHOBARSU""]",82.3,41.15,none,,"[""DMM"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0410,Qassim Cinema,سينما القصيم,entertainment,True,"[""QASSIM CINEMA"", ""QASSIMCINEMA"", ""QASSIMCINEMA1"", ""QASSIMCINEMA2"", ""QASSIM_CINEMA"", ""SP*QASSIMCI""]",77.35,23.2,none,,"[""HAIL"", ""KHOBAR"", ""TIF""]"
M0411,Coursera,كورسيرا,education,True,"[""COUR*"", ""COURSERA"", ""COURSERA1"", ""COURSERA2"", ""COURSERA3"", ""SP*COURSERA""]",178.82,89.41,monthly,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0412,Jizan Travel Agency,وكالة سفريات جازان,travel,True,"[""JIZAN TRAVEL AGENCY"", ""JIZANTRAVELAGENCY"", ""JIZANTRAVELAGENCY1"", ""JIZAN_TRAVEL_AGENCY"", ""JTA"", ""SP*JIZANTRA""]",1330.85,665.42,none,,"[""DMM"", ""MAD"", ""RYD""]"
M0413,Dmm Medical Center,مركز طبي الدمام,health,True,"[""DMC"", ""DMM MEDICAL CENTER"", ""DMMMEDICALCENTER"", ""DMMMEDICALCENTER1"", ""DMM_MEDICAL_CENTER"", ""SP*DMMMEDIC""]",362.57,181.28,none,,"[""DMM"", ""JIZAN"", ""KHOBAR""]"
M0414,Yanbu Mobile Shop,محل جوالات ينبع,telecom,True,"[""SP*YANBUMOB"", ""YANBU MOBILE SHOP"", ""YANBUMOBILESHOP"", ""YANBUMOBILESHOP1"", ""YANBU_MOBILE_SHOP"", ""YMS""]",155.96,46.79,monthly,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0415,Abha Pharmacy,صيدلية أبها,health,True,"[""ABHA PHARMACY"", ""ABHAPHARMACY"", ""ABHAPHARMACY1"", ""ABHAPHARMACY2"", ""ABHA_PHARMACY"", ""SP*ABHAPHAR""]",127.7,63.85,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0416,Njran Eatery,مطعم صغير نجران,food,True,"[""NE"", ""NJRA*"", ""NJRAN EATERY"", ""NJRANEATERY"", ""NJRAN_EATERY"", ""SP*NJRANEAT""]",74.08,29.63,none,,"[""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0417,Abha Shop,محل أبها,shopping,True,"[""ABHA SHOP"", ""ABHASHOP"", ""ABHASHOP1"", ""ABHASHOP2"", ""ABHA_SHOP"", ""SP*ABHASHOP""]",461.97,277.18,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0418,Tif Bistro,بيسترو الطائف,food,False,"[""SP*TIFBISTR"", ""TB"", ""TIF BISTRO"", ""TIFB*"", ""TIFBISTRO"", ""TIF_BISTRO""]",50.25,20.1,none,,"[""HAIL"", ""JED""]"
M0419,Mad Clinic,عيادة المدينة,health,True,"[""MAD CLINIC"", ""MADC*"", ""MADCLINIC"", ""MADCLINIC1"", ""MAD_CLINIC"", ""SP*MADCLINI""]",261.29,130.65,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAK"", ""RYD""]"
M0420,Mrsool,مرسول,transport,True,"[""MRSO*"", ""MRSOOL"", ""MRSOOL1"", ""MRSOOL2"", ""MRSOOL3"", ""SP*MRSOOL""]",152.17,68.48,none,,"[""JIZAN""]"
M0421,Danube,الدانوب,groceries,True,"[""DANU*"", ""DANUBE"", ""DANUBE"", ""DANUBE1"", ""DANUBE2"", ""SP*DANUBE""]",263.53,131.76,none,,"[""TABUK""]"
M0422,Muvi Cinemas,موفي سينما,entertainment,True,"[""MC"", ""MUVI CINEMAS"", ""MUVI*"", ""MUVICINEMAS"", ""MUVI_CINEMAS"", ""SP*MUVICINE""]",29.48,8.84,none,,"[""YANBU""]"
M0423,Mad Academy,أكاديمية المدينة,education,True,"[""MA"", ""MAD ACADEMY"", ""MADA*"", ""MADACADEMY"", ""MAD_ACADEMY"", ""SP*MADACADE""]",2430.66,1215.33,none,,"[""JED"", ""KHOBAR"", ""MAK"", ""RYD""]"
M0424,Qassim Mart,تموينات القصيم,groceries,True,"[""QASSIM MART"", ""QASSIMMART"", ""QASSIMMART1"", ""QASSIM_MART"", ""QM"", ""SP*QASSIMMA""]",106.97,53.48,none,,"[""KHOBAR""]"
M0425,Jed Store,محل بقالة جدة,groceries,True,"[""JED STORE"", ""JEDSTORE"", ""JEDSTORE1"", ""JEDSTORE2"", ""JED_STORE"", ""SP*JEDSTORE""]",291.06,145.53,none,,"[""HAIL"", ""RYD"", ""TABUK""]"
M0426,Abha Gas Station,محطة بنزين أبها,transport,True,"[""ABHA GAS STATION"", ""ABHAGASSTATION"", ""ABHAGASSTATION1"", ""ABHA_GAS_STATION"", ""AGS"", ""SP*ABHAGASS""]",94.13,42.36,none,,"[""QASSIM"", ""RYD""]"
M0427,Dmm Shop,محل الدمام,shopping,True,"[""DMM SHOP"", ""DMMS*"", ""DMMSHOP"", ""DMM_SHOP"", ""DS"", ""SP*DMMSHOP""]",481.54,288.92,none,,"[""ABHA"", ""JED""]"
M0428,Jed Medical Center,مركز طبي جدة,health,True,"[""JED MEDICAL CENTER"", ""JEDMEDICALCENTER"", ""JEDMEDICALCENTER1"", ""JED_MEDICAL_CENTER"", ""JMC"", ""SP*JEDMEDIC""]",433.43,216.72,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0429,Ryd Bistro,بيسترو الرياض,food,True,"[""RYD BISTRO"", ""RYDBISTRO"", ""RYDBISTRO1"", ""RYDBISTRO2"", ""RYD_BISTRO"", ""SP*RYDBISTR""]",56.59,22.64,none,JAHEZ,"[""DMM"", ""JED"", ""MAD"", ""MAK""]"
M0430,Ryd Training Center,مركز تدريب الرياض,education,True,"[""RTC"", ""RYD TRAINING CENTER"", ""RYDTRAININGCENTER"", ""RYDTRAININGCENTER1"", ""RYD_TRAINING_CENTER"", ""SP*RYDTRAIN""]",1608.32,804.16,none,,"[""MAK"", ""YANBU""]"
M0431,Tabuk Store,محل بقالة تبوك,groceries,True,"[""SP*TABUKSTO"", ""TABUK STORE"", ""TABUKSTORE"", ""TABUKSTORE1"", ""TABUKSTORE2"", ""TABUK_STORE""]",73.14,36.57,none,,"[""DMM"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0432,Mak Eatery,مطعم صغير مكة,food,True,"[""MAK EATERY"", ""MAKE*"", ""MAKEATERY"", ""MAK_EATERY"", ""ME"", ""SP*MAKEATER""]",23.0,9.2,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""RYD""]"
M0433,Dmm Grocery,بقالة الدمام,groceries,True,"[""DMM GROCERY"", ""DMMGROCERY"", ""DMMGROCERY1"", ""DMMGROCERY2"", ""DMM_GROCERY"", ""SP*DMMGROCE""]",247.1,123.55,none,,"[""JED"", ""MAD"", ""MAK""]"
M0434,Yanbu Boutique,بوتيك ينبع,shopping,True,"[""SP*YANBUBOU"", ""YANBU BOUTIQUE"", ""YANBUBOUTIQUE"", ""YANBUBOUTIQUE1"", ""YANBUBOUTIQUE2"", ""YANBU_BOUTIQUE""]",314.54,188.72,none,,"[""ABHA""]"
M0435,Qassim Outlet,آوتلت القصيم,shopping,False,"[""QASSIM OUTLET"", ""QASSIMOUTLET"", ""QASSIMOUTLET1"", ""QASSIM_OUTLET"", ""QO"", ""SP*QASSIMOU""]",208.39,125.03,none,,"[""DMM"", ""HAIL""]"
M0436,Hail Kitchen,مطبخ حائل,food,True,"[""HAIL KITCHEN"", ""HAIL*"", ""HAILKITCHEN"", ""HAIL_KITCHEN"", ""HK"", ""SP*HAILKITC""]",58.74,23.5,none,TOYOU,"[""DMM"", ""JED"", ""MAK""]"
M0437,Jed Mobile Shop,محل جوالات جدة,telecom,False,"[""JED MOBILE SHOP"", ""JEDMOBILESHOP"", ""JEDMOBILESHOP1"", ""JED_MOBILE_SHOP"", ""JMS"", ""SP*JEDMOBIL""]",91.53,27.46,monthly,,"[""ABHA"", ""MAD""]"
M0438,Yanbu Kitchen,مطبخ ينبع,food,True,"[""SP*YANBUKIT"", ""YANBU KITCHEN"", ""YANBUKITCHEN"", ""YANBUKITCHEN1"", ""YANBU_KITCHEN"", ""YK""]",75.98,30.39,none,HUNGERSTATION,"[""DMM"", ""MAD"", ""RYD""]"
M0439,Ryd Outlet,آوتلت الرياض,shopping,True,"[""RO"", ""RYD OUTLET"", ""RYDO*"", ""RYDOUTLET"", ""RYD_OUTLET"", ""SP*RYDOUTLE""]",524.63,314.78,none,,"[""HAIL"", ""JED""]"
M0440,Dmm Diner,مطعم شعبي الدمام,food,True,"[""DD"", ""DMM DINER"", ""DMMD*"", ""DMMDINER"", ""DMM_DINER"", ""SP*DMMDINER""]",39.33,15.73,none,,"[""JED"", ""KHOBAR"", ""RYD""]"
M0441,Qassim Restaurant,مطعم القصيم,food,True,"[""QASSIM RESTAURANT"", ""QASSIMRESTAURANT"", ""QASSIMRESTAURANT1"", ""QASSIM_RESTAURANT"", ""QR"", ""SP*QASSIMRE""]",64.34,25.74,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""RYD""]"
M0442,Sanid,سند,charity,True,"[""SANI*"", ""SANID"", ""SANID1"", ""SANID2"", ""SANID3"", ""SP*SANID""]",333.21,199.93,none,,"[""ABHA"", ""JED""]"
M0443,Jizan Cafe,مقهى جازان,food,True,"[""JIZAN CAFE"", ""JIZANCAFE"", ""JIZANCAFE1"", ""JIZANCAFE2"", ""JIZAN_CAFE"", ""SP*JIZANCAF""]",27.94,11.18,none,MRSOOL,"[""DMM"", ""QASSIM"", ""TABUK""]"
M0444,Whites Pharmacy,صيدلية وايتس,health,True,"[""SP*WHITESPH"", ""WHIT*"", ""WHITES PHARMACY"", ""WHITESPHARMACY"", ""WHITES_PHARMACY"", ""WP""]",193.32,96.66,none,,"[""DMM"", ""JIZAN""]"
M0445,Jizan Training Center,مركز تدريب جازان,education,True,"[""JIZAN TRAINING CENTER"", ""JIZANTRAININGCENTER"", ""JIZANTRAININGCENTER1"", ""JIZANTRAININGCENTER2"", ""JIZAN_TRAINING_CENTER"", ""JTC""]",2065.82,1032.91,none,,"[""DMM"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0446,Pizza Hut,بيتزا هت,food,True,"[""PH"", ""PIZZ*"", ""PIZZA HUT"", ""PIZZAHUT"", ""PIZZA_HUT"", ""SP*PIZZAHUT""]",75.56,30.22,none,JAHEZ,"[""TIF"", ""YANBU""]"
M0447,Jizan Game Zone,صالة ألعاب جازان,entertainment,True,"[""JGZ"", ""JIZAN GAME ZONE"", ""JIZANGAMEZONE"", ""JIZANGAMEZONE1"", ""JIZAN_GAME_ZONE"", ""SP*JIZANGAM""]",31.68,9.5,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""RYD""]"
M0448,Jed Mart,تموينات جدة,groceries,True,"[""JED MART"", ""JEDM*"", ""JEDMART"", ""JED_MART"", ""JM"", ""SP*JEDMART""]",128.65,64.33,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""RYD""]"
M0449,Mad Outlet,آوتلت المدينة,shopping,True,"[""MAD OUTLET"", ""MADO*"", ""MADOUTLET"", ""MAD_OUTLET"", ""MO"", ""SP*MADOUTLE""]",114.21,68.53,none,,"[""TABUK""]"
M0450,Tabuk Outlet,آوتلت تبوك,shopping,True,"[""SP*TABUKOUT"", ""TABUK OUTLET"", ""TABUKOUTLET"", ""TABUKOUTLET1"", ""TABUKOUTLET2"", ""TABUK_OUTLET""]",282.67,169.6,none,,"[""DMM"", ""HAIL"", ""JIZAN""]"
M0451,Qassim Tours,رحلات القصيم,travel,True,"[""QASSIM TOURS"", ""QASSIMTOURS"", ""QASSIMTOURS1"", ""QASSIMTOURS2"", ""QASSIM_TOURS"", ""SP*QASSIMTO""]",1208.24,604.12,none,,"[""JED"", ""KHOBAR"", ""RYD""]"
M0452,Ryd Supermarket,سوبر ماركت الرياض,groceries,True,"[""RS"", ""RYD SUPERMARKET"", ""RYDS*"", ""RYDSUPERMARKET"", ""RYD_SUPERMARKET"", ""SP*RYDSUPER""]",282.42,141.21,none,,"[""DMM"", ""MAD"", ""MAK""]"
M0453,Dmm Bistro,بيسترو الدمام,food,True,"[""DMM BISTRO"", ""DMMBISTRO"", ""DMMBISTRO1"", ""DMMBISTRO2"", ""DMM_BISTRO"", ""SP*DMMBISTR""]",48.17,19.27,none,,"[""DMM"", ""MAD"", ""RYD""]"
M0454,Yanbu Cinema,سينما ينبع,entertainment,True,"[""SP*YANBUCIN"", ""YANBU CINEMA"", ""YANBUCINEMA"", ""YANBUCINEMA1"", ""YANBUCINEMA2"", ""YANBU_CINEMA""]",41.22,12.37,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK""]"
M0455,Yanbu Store,متجر ينبع,shopping,True,"[""SP*YANBUSTO"", ""YANBU STORE"", ""YANBUSTORE"", ""YANBUSTORE1"", ""YANBUSTORE2"", ""YANBU_STORE""]",515.29,309.17,none,,"[""ABHA"", ""DMM"", ""TIF""]"
M0456,Saudi German Hospital,المستشفى السعودي الألماني,health,True,"[""SAUDI GERMAN HOSPITAL"", ""SAUDIGERMANHOSPITAL"", ""SAUDIGERMANHOSPITAL1"", ""SAUDI_GERMAN_HOSPITAL"", ""SGH"", ""SP*SAUDIGER""]",51.12,25.56,none,,"[""DMM"", ""JED"", ""MAD"", ""MAK""]"
M0457,Jed Government Office,مكتب حكومي جدة,government,False,"[""JED GOVERNMENT OFFICE"", ""JEDGOVERNMENTOFFICE"", ""JEDGOVERNMENTOFFICE1"", ""JED_GOVERNMENT_OFFICE"", ""JGO"", ""SP*JEDGOVER""]",352.53,211.52,none,,"[""HAIL"", ""JED"", ""RYD""]"
M0458,Nike,نايك,shopping,True,"[""NIKE"", ""NIKE1"", ""NIKE2"", ""NIKE3"", ""NIKE4"", ""SP*NIKE""]",505.38,303.23,none,,"[""JED"", ""MAD"", ""MAK"", ""RYD""]"
M0459,Njran Mall,مول نجران,shopping,True,"[""NJRAN MALL"", ""NJRANMALL"", ""NJRANMALL1"", ""NJRAN_MALL"", ""NM"", ""SP*NJRANMAL""]",611.07,366.64,none,,"[""DMM"", ""TABUK""]"
M0460,Jizan Store,محل بقالة جازان,groceries,True,"[""JIZAN STORE"", ""JIZANSTORE"", ""JIZANSTORE1"", ""JIZAN_STORE"", ""JS"", ""SP*JIZANSTO""]",161.15,80.58,none,,"[""JED"", ""MAD"", ""YANBU""]"
M0461,Tif Cafe,مقهى الطائف,food,True,"[""SP*TIFCAFE"", ""TIF CAFE"", ""TIFC*"", ""TIFCAFE"", ""TIFCAFE1"", ""TIF_CAFE""]",61.17,24.47,none,,"[""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0462,Njran Shop,محل نجران,shopping,True,"[""NJRAN SHOP"", ""NJRANSHOP"", ""NJRANSHOP1"", ""NJRANSHOP2"", ""NJRAN_SHOP"", ""SP*NJRANSHO""]",437.71,262.63,none,,"[""JED"", ""MAK""]"
M0463,Mad Store,محل بقالة المدينة,groceries,False,"[""MAD STORE"", ""MADS*"", ""MADSTORE"", ""MAD_STORE"", ""MS"", ""SP*MADSTORE""]",217.48,108.74,none,,"[""NJRAN"", ""RYD""]"
M0464,Subway,صب واي,food,False,"[""SP*SUBWAY"", ""SUBW*"", ""SUBWAY"", ""SUBWAY1"", ""SUBWAY2"", ""SUBWAY3""]",84.48,33.79,none,,"[""TIF""]"
M0465,Mak Tours,رحلات مكة,travel,True,"[""MAK TOURS"", ""MAKTOURS"", ""MAKTOURS1"", ""MAKTOURS2"", ""MAK_TOURS"", ""SP*MAKTOURS""]",887.5,443.75,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0466,Khobar Supermarket,سوبر ماركت الخبر,groceries,True,"[""KHOBAR SUPERMARKET"", ""KHOBARSUPERMARKET"", ""KHOBARSUPERMARKET1"", ""KHOBAR_SUPERMARKET"", ""KS"", ""SP*KHOBARSU""]",347.28,173.64,none,,"[""KHOBAR"", ""TABUK""]"
M0467,Yanbu Clinic,عيادة ينبع,health,True,"[""SP*YANBUCLI"", ""YANBU CLINIC"", ""YANBUCLINIC"", ""YANBUCLINIC1"", ""YANBUCLINIC2"", ""YANBU_CLINIC""]",382.47,191.24,none,,"[""MAK""]"
M0468,Mad Medical Center,مركز طبي المدينة,health,True,"[""MAD MEDICAL CENTER"", ""MADMEDICALCENTER"", ""MADMEDICALCENTER1"", ""MAD_MEDICAL_CENTER"", ""MMC"", ""SP*MADMEDIC""]",231.74,115.87,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""RYD""]"
M0469,Abha Taxi Service,تاكسي أبها,transport,True,"[""ABHA TAXI SERVICE"", ""ABHATAXISERVICE"", ""ABHATAXISERVICE1"", ""ABHA_TAXI_SERVICE"", ""ATS"", ""SP*ABHATAXI""]",41.23,18.55,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0470,Jed Fuel Station,محطة وقود جدة,transport,True,"[""JED FUEL STATION"", ""JEDF*"", ""JEDFUELSTATION"", ""JED_FUEL_STATION"", ""JFS"", ""SP*JEDFUELS""]",120.36,54.16,none,,"[""MAK""]"
M0471,Jed Utility Co,مرافق جدة,bills,True,"[""JED UTILITY CO"", ""JEDU*"", ""JEDUTILITYCO"", ""JED_UTILITY_CO"", ""JUC"", ""SP*JEDUTILI""]",73.54,25.74,monthly,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0472,Dmm Grill,مشوي الدمام,food,True,"[""DG"", ""DMM GRILL"", ""DMMG*"", ""DMMGRILL"", ""DMM_GRILL"", ""SP*DMMGRILL""]",67.78,27.11,none,,"[""JED"", ""TIF""]"
M0473,Tabuk Eatery,مطعم صغير تبوك,food,True,"[""SP*TABUKEAT"", ""TABUK EATERY"", ""TABUKEATERY"", ""TABUKEATERY1"", ""TABUK_EATERY"", ""TE""]",28.56,11.42,none,,"[""JIZAN""]"
M0474,Ryd Restaurant,مطعم الرياض,food,True,"[""RR"", ""RYD RESTAURANT"", ""RYDR*"", ""RYDRESTAURANT"", ""RYD_RESTAURANT"", ""SP*RYDRESTA""]",51.95,20.78,none,HUNGERSTATION,"[""DMM"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0475,Jed Medical Center,مركز طبي جدة,health,True,"[""JED MEDICAL CENTER"", ""JEDMEDICALCENTER"", ""JEDMEDICALCENTER1"", ""JED_MEDICAL_CENTER"", ""JMC"", ""SP*JEDMEDIC""]",257.41,128.71,none,,"[""MAK"", ""QASSIM"", ""RYD""]"
M0476,Anghami,أنغامي,entertainment,True,"[""ANGH*"", ""ANGHAMI"", ""ANGHAMI1"", ""ANGHAMI2"", ""ANGHAMI3"", ""SP*ANGHAMI""]",68.51,20.55,monthly,,"[""DMM"", ""MAD"", ""MAK"", ""RYD""]"
M0477,Mad Outlet,آوتلت المدينة,shopping,True,"[""MAD OUTLET"", ""MADO*"", ""MADOUTLET"", ""MAD_OUTLET"", ""MO"", ""SP*MADOUTLE""]",470.68,282.41,none,,"[""DMM"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0478,Ryd Government Office,مكتب حكومي الرياض,government,True,"[""RGO"", ""RYD GOVERNMENT OFFICE"", ""RYDGOVERNMENTOFFICE"", ""RYDGOVERNMENTOFFICE1"", ""RYD_GOVERNMENT_OFFICE"", ""SP*RYDGOVER""]",276.66,166.0,none,,"[""HAIL"", ""MAD"", ""TABUK""]"
M0479,Jed Store,متجر جدة,shopping,True,"[""JED STORE"", ""JEDSTORE"", ""JEDSTORE1"", ""JEDSTORE2"", ""JED_STORE"", ""SP*JEDSTORE""]",60.43,36.26,none,,"[""JIZAN""]"
M0480,Mad Outlet,آوتلت المدينة,shopping,True,"[""MAD OUTLET"", ""MADO*"", ""MADOUTLET"", ""MAD_OUTLET"", ""MO"", ""SP*MADOUTLE""]",560.91,336.55,none,,"[""JED"", ""KHOBAR"", ""MAD"", ""MAK""]"
M0481,Jed Store,متجر جدة,shopping,True,"[""JED STORE"", ""JEDSTORE"", ""JEDSTORE1"", ""JEDSTORE2"", ""JED_STORE"", ""SP*JEDSTORE""]",667.25,400.35,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0482,Trip.com,تريب دوت كوم,travel,True,"[""SP*TRIPCOM"", ""TRIP*"", ""TRIP.COM"", ""TRIPCOM"", ""TRIPCOM1"", ""TRIPCOM2""]",1035.59,517.79,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD""]"
